,text,Anger,Fear,Happiness,Hatred,Sadness,Wonder
4608,روحانی : ملت ایران علاقه ای ندارن به امریکا بیان,0,0,0,0,0,0
4615,یک جستجوی ساده در همین صفحه خودم نشان میدهد که تهمت شما دروغ است!,0,0,0,0,0,0
4617," واسه هزار و سيصد تا توييت و ريتوييتم ك همش با هشتگه
#لغواعدام 
#FreePoliticalPrisoners",0,0,0,0,0,0
4619,به دوس‌پسرتون‌میگید « مای کینگ » ؟؟ خود فرح ، شاه‌رو ممرضا صدا میکرد,0,0,0,0,0,0
4627,5.1 صراحتا متولی رو کشور میزبان میدونه اگر ایران تخلف انجام داده چرا نمایده کشور بهره بردار و ثبت کننده امروز اومدن ایران؟,0,0,0,0,0,0
4631,@username خداوند به طور عام در شمال عربستان الله خونده میشد (هر خدایی) و در جنوب عربستان رحمان. اما تو قرآن میگه به نام الله رحمن، در واقع دو اسم رو ادغام میکنه,0,0,0,0,0,0
4632,خدا رو شکر که نکیوتم نه دوست داشتنی آی ام سو هپی اند سد,0,0,0,0,0,0
4634,@username این جماعت اجازه ندارن بپرسن چرا سال ۵۷ انقلاب شد.,0,0,0,0,0,0
4637,ولی گواردیولا راست میگفت مانه تو کار دایوه منتها از نوع دایوینگ هدرش,0,0,0,0,0,0
4638,بنظر اشتباهي شده صاحب پروف قبليه خوش اخلاق تر بود :),0,0,0,0,0,0
4643,. بیفشان جرعه‌ای بر خاک و حال اهل دل بشنو که از جمشید و کیخسرو فراوان داستان دارد #حافظ کمتر سرزمینی سراغ داریم که شخصیت‌های بزرگ و نامدار - که همه جهان از او به نیکی یاد کنند - در خود پرورش داده است. به آنچه… www.link.com,0,0,0,0,0,0
4644,نه فیلم سینمایی listening تا حدی به این سیستم میکرو چیپ و اینا پرداخته,0,0,0,0,0,0
4647,How Much Do You Know About Europe? Challenge Yourself Here www.link.com,0,0,0,0,0,0
4649,من جدا شما رو دوس دارم آقای رئوف ,0,0,0,0,0,0
4651, بابی گرین، از قهرمانان هنرهای رزمی و کشتی آمریکا، امشب بعد پیروزی در مسابقه، مصاحبه تلویزیونی را ناتمام گذاشت و گفت خبر اعدام…,0,0,0,0,0,0
4652,@username @username البته این حرف من در تضاد با حرف شما نبود صرفا خواستم اضافه کنم نظرم رو . حرف شما هم درسته 👌,0,0,0,0,0,0
4654,به سوریه حمله شده،ملت سوریه رو از صمیم قلب دوست دارم... زمان جنگ باید میگفتن به مردم لر ،کرد و ... حمله شده یا کل ملت ایران؟,0,0,0,0,0,0
4655,"@username @username مرسی از اینکه لطف کردید و برام نوشتید 🙏🙏🙏
بله درست میفرمایید 
صرفا یک بازی بود نه بیشتر 
😔😔😔",0,0,0,0,0,0
4660,مطمینم سوپرایزای دیگه ی برامون خواهی داشت اصلا اسم اینو بزار آذر ۱ هم آذر ماه بود هم خبرشو تو دادی هم من دوس دارم ,0,0,0,0,0,0
4661,@username الان دقیقا کجایی؟حالت خوش نیست,0,0,0,0,0,0
4664," @username چرا بعضیا همه چیزو باهم دارن؟ هم خوشگلن هم خوش هیکلن هم کولن هم هنرمندن هم باهوشن و هزاران همِ دیگه،
اونوقت…",0,0,0,0,0,0
4665,میگن قراره تونل بزنن برای این ارتباط.,0,0,0,0,0,0
4666,"سیر نمی‌شوم
ز تو
نیست جز این
گناه من...

[مولانا]",0,0,0,0,0,0
4667,اند آیم گوینگ تو بیکام آنکلللللل بیپ بیپ هوراااااااا,0,0,0,0,0,0
4668," تا جان در تن ماست پاسبان میهنیم
#فروش_ایران_ممنوع",0,0,0,0,0,0
4669, طبق فرا خوانها ی متعدد از مجا‌مع بین  المللی ریس جمهور برگزیده شورای ملی مقاومت ایران خانم  #مریم_رجوی خواستار بک هیعت برا…,0,0,0,0,0,0
4670,خان طومان. افغانستان. عین الاسد. کرانه باختری. آرامکو.... این لیست در حال تکمیل است و آخرش هم به کاخ سفید خواهد رسید من به خون شهید قاسم سلیمانی ایمان دارم,0,0,0,0,0,0
4671,تو رو خدا اگه ورود برا دانشجو ها آزاده به من بگید چجوری باید بیام,0,0,0,0,0,0
4672,از اونجایی که هندزفری میزارم و با آهنگا میخونم و پنجره همیشه بازه حس میکنم دیگه جلوی همسایه ها آبرویی ندارم,0,0,0,0,0,0
4676,این زنیکه، مادرخوندهه تو فلیبگ از نفرت‌انگیزترین موجوداتیه که دیدم,0,0,0,0,0,0
4680,چه جوری باید بهش بگم ؟,0,0,0,0,0,0
4681,دقت کردید زمان امتحانا تو توییتر پرنده ام پر نمیزنه عملا شده مدرسه موشا:)),0,0,0,0,0,0
4682,"@username فارسیشو می‌گم چون هندیه اسمش

رقص گلوله‌ها:رام-لیلا",0,0,0,0,0,0
4683,باید میگفت منم تو خونمون یه طوطی دارم فرانسه صحبت میکنه میخوای ببینیش؟,0,0,0,0,0,0
4684,خووبه نظرم در غذا به نظرت نزدیکه ,0,0,0,0,0,0
4685,خب دارم تمرینش میکنم ولی تو این کلیپ کلی مشکل هست و ریدم اینو گذاشتم‌اینجا یادم باشه تر تمیزش کنم بزارم ,0,0,0,0,0,0
4687,و من فردی رو دیدم که چندین ماه اخیر رو در دلهره پرونده ساخته شده برای پسرش توسط سپاه گذرونده، با آبروش بازی شده و برای این اتفاق امروز گریه میکرد و از رشادت های ژنرال میگفت!!,0,0,0,0,0,0
4689,حچي قوي من محمد السيد محسن للدماغ سز #مقتدى_الخائن,0,0,0,0,0,0
4690,من رفتم بخوابم ولي ريدم تو اين زندگي,0,0,0,0,0,0
4692,"آرزوی قلبیِ همه‌ی ما صلحِ جهانیه،
و این آرزو محقق نمیشه مگر با #جنگ_اراده_ها و #فروپاشی_لیبرالیسم .",0,0,0,0,0,0
4695,آیفون‌هایی که در ژاپن فروخته می‌شود فاقد امکان قطع کردن صدای شاتر دوربین، موقع تصویربرداری است، صدایی که در موقع اسکرین شات گرفتن و حتی در حالت بی‌صدا هم ایجاد می‌شود! از دلایل اشاره شده، جلوگیری از گرفتن تصویر مخفیانه از زیر دامن زنها است ,0,0,0,0,0,0
4697,"من بیدار میشم تو آینه خودمو نگاه نمی‌کنم

فقط موقع بیرون رفتن موهامو شونه میکنم www.link.com",0,0,0,0,0,0
4698,مثل عاج فیلها و یا شاخ کرگدنها. مستند هست در موردش توصیه نمیکنم ببینی یک پستاندار چند تنی را می‌کشند تنها باید عاج .,0,0,0,0,0,0
4699,یاد سیگار کشیدن تو دستشویی افتادم,0,0,0,0,0,0
4701,من نمیفهمم روابطتون رو,0,0,0,0,0,0
4703,این کار رو پشت سر هم تکرار کنی تا فیلتر شکن قطع بشه بیخیالش بشی :(( ,0,0,0,0,0,0
4704,می‌تونیم به این پیجای اینستا پول بدیم واسمون تبلیغ کنن :))))),0,0,0,0,0,0
4707,لیورپول واسه سانتراش یه خسرو حیدری کم داره فقط,0,0,0,0,0,0
4708," همه ی کسایی که ناامیدم کردن یا مخالف تعویق بدون باهام بحث کردنو‌ نگه داشتم اگه تعویق شد برم از خجالتشون در بیام 
اگه تعویق نش…",0,0,0,0,0,0
4713,یه فامیل داریم عاشق چیزای مفته اگه تو مطب اون دکتر زنان کشف حجابیه یه آقای میانسالیو در حال زایمان دیدین تعجب نکنین,0,0,0,0,0,0
4714,"مادرم خطاب به برادرم:
برای ناهار، واویشکا می‌خوری، یا ورقه؟
داداشم:
کباب.",0,0,0,0,0,0
4715,خدا به شما و خانواده صبر بده بله دقیقا از یک جایی به بعد فقط آوا میشنویم از این عزیزان,0,0,0,0,0,0
4717,این ادبیات مثل سرکه‌ایی است که به نیت شراب سرو میشود,0,0,0,0,0,0
4718,:))))))))) هرچی خواستم بلاکش نکنم و احترام سنش رو نگه دارم نشد همش با احترام باهاش حرف زدم، ولی هی فحش میداد و بد و بیراه میگفت، منم باز با احترام بهش جواب میدادم، دید نمی‌تونه عصبیم کنه اومده به فالوئرهای من فحش میده!,0,0,0,0,0,0
4722,آقا شهرام دمت گرم، با مامان سایبری ها هم بله ، خدایا این شل مغزها رو از ما چیکار کنیم,0,0,0,0,0,0
4726, پایگاه خبری بیرونیت، دارای مجوز از هیات نظارت بر مطبوعات مدیرمسئول: علیرضا بهداد تحریریه: فریبا رسولی، مریم لطفی، رویا آشتیانی www.link.com @username,0,0,0,0,0,0
4727, @username زمین واسه شما گرده واسه ما معمولی ها پاره خطی بیش نیست,0,0,0,0,0,0
4728,هه ولی اگه تو قصر بودیم و میخواستیم رقابت کنیم این یانگوم(من) بود که مقابل گیومیونگ(تو) برنده میشد ,0,0,0,0,0,0
4730,روزها در راه، شاهرخ مسکوب رو می‌خونم و اشک می‌ریزم...,0,0,0,0,0,0
4734,اگر منو ترور نمی کنید کلمه Born. از نظر دستوری درست استفاده نشده مگر اینکه با دستور محاوره ای به قضیه نگاه کنید,0,0,0,0,0,0
4736,عالی بود... دمتان گرم,0,0,0,0,0,0
4737, از رفقا می خواهم که از بین اپوزیسیون، حزب یا سازمانی را نام ببرند که نام بردن از آن لرزه بر اندام حکومت اسلامی می اندازند؟…,0,0,0,0,0,0
4740,بچه های تعداد زیادی از هئیت علمی های تو کشور اول بچه شون فرستادن رشته دامپزشکی و بعد با نفوذ تغییر رشته ش دادن به پزشکی واقعلا زیبا نیست,0,0,0,0,0,0
4742,و اومدن روش رو قابل بیان و پروسه محور کردن، تکنیک‌هاشون خیلی مخصوص به خودشونه و خیلی‌هاش رو نمیشه بسته به شرایط و نوع محصول استفاده کرد ولی اینکه انقدر چیزی که هستن رو خوب بیان میکنن واقعا الهام بخشه. www.link.com,0,0,0,0,0,0
4746,ولی من با شرت ورزشی عکس دارم میتونم مدیر عامل بشم,0,0,0,0,0,0
4748,من المانى ايتاليايى اسپانيايى يونانى,0,0,0,0,0,0
4750," اسرائیل چه ایرادی داره، فکر کنین اسمش فلسطینه
#فروش_ایران_ممنوع",0,0,0,0,0,0
4752,مگه مواد غذاییه که شرایط نگهداری داشته باشه,0,0,0,0,0,0
4753,ولی جدی بعضیا بدون آرایش بهترشدن ...,0,0,0,0,0,0
4754,یه ورزشکار خانوم ایرانی بگین که از خانم مریم محبی خوش استایل تر باشه,0,0,0,0,0,0
4756,من وقتی می‌نویسید سفارشتون به دستتون رسیده و خیلی دوستش دارید: www.link.com,0,0,0,0,0,0
4760, ارى ما از جنس شما نيستيم از اين مردميم ! در برابر رنج  يك كودك كه اسير افيون والدينش شده سكوت نمى توانيم بكنيم !و هنوز به…,0,0,0,0,0,0
4762,"ناصر از راه دور اومده, دوستش داشته باشیم و بلعکس @username",0,0,0,0,0,0
4766,خب دیگه. مفتخرم اعلام کنم ویزای مولتیم اوکی شد.در پنج سال گذشته شبی رو مثل امشب نداشتم که از خوشحالی در پوست خودم نگنجم.خوابم نمیبره از فرط شادی ,0,0,0,0,0,0
4767,خواهشا شما یه برنامه ۲۰:۳۰ دیگه راه نندازین... نه اون غذا خوردن خامنه ای که میگن حلوا و نان است و مجتبی تو خونه اجاره ای رو مردم عاقل باور میکنند، نه این فقط یه مشت خاک و ساده زیستی خاندان پهلوی در خارج از ایران,0,0,0,0,0,0
4768,نگذار که هیچکس، تاکید میکنم هیچکس تو را و جهان تو را به بازی بگیرد محتشمی,0,0,0,0,0,0
4770,من یه نفرم ولی خواستی کصکلکش کنیم پایه م,0,0,0,0,0,0
4772,@username زکات نود پخش آن است.,0,0,0,0,0,0
4773,تصمیم دارم از خاطرات مهاجرتم بگم. همین اول بگم هدفم مسابقه‌ی که براش سخت‌تر گذشته نیست. این فقط زندگی من بوده که کلی به ساختن من امروز کمک کرده و ازش راضیم./۱,0,0,0,0,0,0
4775,«تینا که باهام نباشه هرجا باشم غربته تینا تینا تینا اسمش چه نازه تینا تینا تینا تینا مثل یه رازه تینا همه میگن عشقو برید یاد بگیرید از اینا تینا تینا تینا وقتی پیشم نیست میره خونه مینا»,0,0,0,0,0,0
4777,ان‌شاءالله سعی میکنیم برنامه آموزشی هم در دستور کار قرار بدیم ,0,0,0,0,0,0
4779," دوستان خداقوت
ترند دوم شدیم

تا ترند اول راهی نمونده
حداقل برسیم به 50 هزار و ترند یک

دمتون گرم❤️

#کارگران_هفت_تپه htt…",0,0,0,0,0,0
4780,نهایتا اگه نازگل هم اینجا بود دستشو میذاشتم رو صورتم و میخوابیدم,0,0,0,0,0,0
4782,من واسه یه ربع دیگمم برنامه ریزی دارم چی فک کردی,0,0,0,0,0,0
4783,وقتی گشنمه و برنامه‌ای که می‌خوام استفاده کنم ۴۰ دلاره: ,0,0,0,0,0,0
4785,"یه نظرم هر کاریو یا باید انجام بدی یا کلا رهاش کنی و دیگه فکرشم نکنی
تردید آدمارو نابود میکنه",0,0,0,0,0,0
4787,من اگه بودم قاشق و انبر رو مینداختم دور ,0,0,0,0,0,0
4789,شاید باورتون نشه اما حیوونا از ما خوشحالترن,0,0,0,0,0,0
4790,"@username مرسی دادی عزیز
به قول ارستو آی‌لاو یو داری پسر😂",0,0,0,0,0,0
4793,این انسان قابل ترحم کسی بود که سال‌ها پیش بعد از جلسات انجمن تو فرهنگسرا همیشه بهم می‌گفت سیگار نکش اخ و پیفه! خوشبختانه من هنوز به این ذلت تن ندادم که با سیگار عکس بندازم و جمله‌ای که فقط چهار پنج تا دکمه اینتر خورده رو به اسم شعر بنویسم زیر عکسم. ,1,0,0,0,0,0
4794,این که میسوزه بیرق ضحّاکیان حاکم بر ایران عزیز است و هیچ ربطی به ایران و ایرانیان نداره پس هموطن مواظب رگ گردنت باش که یدکی نداره ,0,0,0,0,0,0
4801,"@username من برعکس😅 تو دبیرستان هیچوقت رتبه برتر نبودم,درسم خوب بودا ولی تشریحی نمیتونستم حفظ کنم،ولی نکات یادم میموند و بخاطر همین تست زنیم خوب بود.",0,0,0,0,0,0
4803,"دارچین: پدر از خودت ""مایع"" بگذار! ",0,0,0,0,0,0
4804,پای من میشه به پایِ تو خم من تویی و تو من بذار روی شونه های من بخوابم یعنی سرِ تو جا بشه رو شونه ی من,0,0,0,0,0,0
4806,این ،معلم اسلام واقعیست. اسلام ناب محمدی را از طریق این شناختم #بایدگریست به حال کسانیکه خودشان را به خواب زده اند و از این ،حمایت میکنند,0,0,0,0,0,0
4808,"تو فکر و خیالم انقدر باهات وقت گذروندم که دیگه لازم نیست بیای و پیشم باشی
من عاشق اون آدم خودساخته ذهنم شدم",0,0,0,0,0,0
4809,حداد عادل چندین میلیارد پول میگیره تا همین معادل های کصشر مثلا فارسی رو برای ما بده بیرون.,0,0,0,0,0,0
4810,بله بله، دارم همین کار رو می‌کنم اما حالم از کوه بودن به هم می‌خوره، احساس می‌کنم آدم نیستم,0,0,0,0,0,0
4811," مهاجرت هر چیش سخت و بد باشه به جاش از فامیل دوری
و این بهترین دلیل مهاجرته",0,0,0,0,0,0
4812," 🔻🎞️تصورات #روحانی در دنیای موازی درباره ایران در سخنرانی ملل متحد
روحانی مدعی شد که #ایران تحت اشغال آخوندها، مهد دموک…",0,0,0,0,0,0
4814,@username @username یکم کلفت تر از ظریف,0,0,0,0,0,0
4815, @username @username الان با شبکه های اجتماعی و نفوذ نرم یه کاری میخوان باهامون بکنند که بگیم صد رحمت به لنین 🤦🏻‍♂️,0,0,0,0,0,0
4817,ملت میخوان اوضاع درست بشه منتها اونها اجازه نمیدن؛با توپ و تفنگ یه عده موجود زبون نفهم مقابل خواست ملت می‌ایستند انتخاباتی که منتخبانش از قبل گلچین شده‌اند به درد برجام و اینها میخوره نه مردم؛,0,0,0,0,0,0
4818,ی چیز آسون تر حداقل من تو تمرین مصدوم شدم ,0,0,0,0,0,0
4823,بگذار صبح گونه هايت را ببوسم عطرِ نفس هايت مرا سيراب كند بگذار در سرسراى خيالت، صبح هايم را با تو به خير كنم ... ##صبح‌بخیر ‌‌‌‌‌‌‌‌,0,0,0,0,0,0
4824,چون داداش16 سالم از تاریکی میترسه من باید برم از انبار ترشی بیارم Is this democracy ,0,0,0,0,0,0
4825,مرا امید وصال تو زنده می دارد... #KhameneiTheGreat,0,0,0,0,0,0
4826,"@username دوست دارم كه از فمينيست به عنوان توهين استفاده ميكني:)) انگار خودم انتخاب نكردم فمينيست باشم بهم بر ميخوره=))
سطح سوادم اتفاقا باعث شده وقتي با امثال تو حرف ميزنم سطح شعور و طبقه اجتماعيتو سريع رو كني. يه نگاه به ادبيات خودت و من بنداز ببين كي كجاست.",0,0,0,0,0,0
4829,باشه ممنون دوباره برگردین ولی ,0,0,0,0,0,0
4831,پشمای من اینطرف ریخت چه برسه به تو :]]] صحنرو تصور میکنم فقطططط,0,0,0,0,0,0
4837,#جریان_تحریف از ابتدای تاریخ تا به امروز حقایق را وارونه نشان می‌دهد و این وارونه نشان دادن حقایق همیشه عده ای را می‌فریبد,0,0,0,0,0,0
4838, لوح سپاس میدیم به شما,0,0,0,0,0,0
4841,یه نفر تو کافه نشسته بود میز بغلی یهو به دوس دخترش گفت نمایندگی رولکس کجاس پاشو بریم الان یه رولکس (نه ساعت بلکه رولکس) بگیرم! من اونوقت واسه خریدن دستگاه تصفیه هوا ۲ هفته تحقیق کردم آخر سرم قیمتا انقد کشید بالا بی خیال شدم! ☹️,0,0,0,0,0,0
4842,کاش فقط بدم بیاد از اعماق وجودم از برفو بارون متنفرمممم=&gt;,0,0,0,0,0,0
4843,شاید اینقدر کم پیدایی دلم واسه باجگیری هات با استیکر هم تنگ شده ,0,0,0,0,0,0
4844,حاجی تو خیلی پشم داری اذیت نمیشی؟؟ من اذیت شدم,0,0,0,0,0,0
4846,و این ویژگی ها را در رهبر کنونی میبینید؟,0,0,0,0,0,0
4847," سوال سخت آوردم براتون😂
بیایین جواب بدین هر کدوم برا کیه
(با هشتگ لطفا)

I nominate @username for #VMAs2020
@username 
@username…",0,0,0,0,0,0
4851,نزديك بود تازه بزنه عملمو هم سرويس كنه,0,0,0,0,0,0
4854,@username یه وام بگیرم حل میشه😄,0,0,0,0,0,0
4855,مرسی ولی چه ربطی داشت,0,0,0,0,0,0
4856,من امادگی خودمو اعلام میکنم حتی با این وضعیت بحرانی روحانی ,0,0,0,0,0,0
4860,"پاسخ #عبدالرسول_مرتضوی سرباز ميهن به #حسن_عباسی جوجه لات #خامنەای: ما شما را جمع ميكنيم..! هراس افکنی دیگه سودی نداره واسه این""رژیم پوسیده""و حناهایش به کل رنگ باخته، مردم ایران همبسته‌تر و نترستر شده‌اند و برای ایران و ايرانی آزاد و آباد در برابر این فرقه جنایتکار ایستاده‌اند ",0,0,0,0,0,0
4861,@username اگر اشتباه نکنم تاپ اتک که نیاز به برتری هوایی داره اونم جلو اف ۳۵ های اسرائیلی. تو میدان نبرد هم ازمایش شده این سيستم تروفی؟,0,0,0,0,0,0
4865,تو به فرج ننت خندیدی مرتیکه پفیوز,0,0,0,0,0,0
4869,خوشال باش که فهمیدی همه لب و دهنن !,0,0,0,0,0,0
4873,هوا به شدت هوای یا منو ببر به خونه یا بیا به خونه ی ما هست ,0,0,0,0,0,0
4881,حالا با كلمه يا بدون كلمه لطفا محلي كه قراره سور بدي رو نمين جا بنويسيد اگر پسند دوستان شد ( رستوران البرز خ سهروردي آپادانا ) منو رو انتخاب كنيم,0,0,0,0,0,0
4886,تویی که یه روزم سرباز نبودی به قبر پدرت خندیدی که این لفظو به کار میبری حیوون ارزشی,0,0,0,0,0,0
4887,میخواستم ببینم چجوریه و با یه هیتمن آشنا بشم,0,0,0,0,0,0
4889,همین الان همش زدم که این ننگ دامنو نگیره ,0,0,0,0,0,0
4890,ازونجایی ک من شماره نمیدم ب کسی ک ماخود ب حیام بیا شمارتو بده فردا بت زنگ بزنم,0,0,0,0,0,0
4891,والا چي بگم تا كي ميخواي ادامه بده ,0,0,0,0,0,0
4895,من مشکلی با لمس شدن ندارم ,0,0,0,0,0,0
4896,گمونم آنفولانزا دارم می‌گیرم من نمی‌خوام بمیرم :( سینوسام عفونت کرده آنفولانزام بگیرم مرگم حتمیه ,0,0,0,0,0,0
4897,"در جواب حرفش ، نوشتم دلم برات تنگ شده پاکش کردم ، ""همممم"" رو تایپ کردم ، فرستادم",0,0,0,0,0,0
4898,اصلا نمیتونی بشناسی بس که فیلم بازی میکنن,0,0,0,0,0,0
4899,کولی بازی در نیار سهیل جون‌ها,0,0,0,0,0,0
4901,حیف کرد خودشو،چقدم سریع حامله شد ,0,0,0,0,0,0
4902,آخرین حرفم اینه :توییت های امید دانا رو الان ریتوییت کردم یه نگاه بندازید به توضیحات خودش و خواهید دید که شما در پازل قرار گرفتید,0,0,0,0,0,0
4903,توییتر من خل شده،  ظاهراً یکی منشن میده به توییتم ولی نیست. سیاهی کیستی؟,0,0,0,0,0,0
4904,معلومه انسان یک رویی هستین آفرین,0,0,0,0,0,0
4906,بدترین قسمت بدنسازی تخم مرغ سیب زمینی خوردنش نیس اونجاس که شبا هعی میگوزی ,0,0,0,0,0,0
4908,آاااااا، آرین دراما هستی... آقا ارادت، کلی حال دادی به ما ,0,0,0,0,0,0
4909,[ Photo ] ایرانی‌ها بیشتر در چه سنی ازدواج می‌کنند؟ @username,0,0,0,0,0,0
4910,#میرحسین_گه_خورد میرحسین رو بایکوت کنید به بیانیه امروز شاهزاده رضا پهلوی بپردازید #جاویدشاه,0,0,0,0,0,0
4911, ظاهرا این دو تا کاربر در مورد تجاوز و اذیت و آزار یه معلم مینویسن. بعد که توییتشون دیده میشه مجبور میشن از اون معلم(متجاوز…,0,0,0,0,0,0
4913,چه گوگولی دندوناشو آخه,0,0,0,0,0,0
4914,امیدوارم از اسم همه یادگار خوب بمونه نه نحسی,0,0,0,0,0,0
4916,خدایا وسط این همه چس‌ناله کف تایملاین ، اون عکس کون چی بود ؟ یهو فاز روحیم عوض شد :| ,0,0,0,0,0,0
4917,به شما نمیگم چرا، ولی الان حس بهتری دارم:),0,0,0,0,0,0
4918, از ظرف‌های زاینده هم باید گفت ,0,0,0,0,0,0
4924," همه روی یکسر به جنگ آوریم
جـهان بر بد اندیش تنگ آوریم

#فروش_ایران_ممنوع
#اعدام_نکنید
#KingdomWithPahlavi",0,0,0,0,0,0
4925,به به. خب پس به سلامتی در کوتاه ترین زمان ممکن موجب افزایش سرعت گردش نقدینگی می‌شود انشاءالله.,0,0,0,0,0,0
4926, ۵.این جوانمرد با مرام، چهل و سه بهار از عمرش را گذراند و در نهایت در یکی از عملیات‌های دفاع مقدس با ۱۲ گلوله به شهادت ر…,0,0,0,0,0,0
4927,اگه اینطور بود باید میگفتن کدوم تیم قهرمان اسیا شده ک ما بشیم . کدوم تیم سه گانه برده که ما ببریم . ممنون از استدلال زیباتون اقای قدوسی اینطور باشه امسال اصلا نباید به قهرمانی فکر کنیم چون هیپ تیمی تو لیگ برتر چهار سال متوالی قهرمان نشده :))) ,0,0,0,0,0,0
4928,@username دیدی باز چشاتو بستی دهنتو باز کردی حرف بی ربط زدی !!! چرا اینکار رو میکنی؟ چرا گناه میکنی؟ اسپری زدی درسته؟,0,0,0,0,0,0
4931," این لحظات را باید با رنگ سیاه” نوشت 
پدری با دست و پای بسته، فرزندان خود  را در آغوش کشید #عباس_محمدی www.link.com…",0,0,0,0,0,0
4933,"اسم فرهاد مجیدی رو هم بذارید کنار سلطانی‌فر و علی‌نژاد و دار و دسته‌شون.
تمام کسایی که در از بین بردن رویای استرا نقش داشتند
#استراماچونی_را_برگردانید
#فرهاد_مجیدی",0,0,0,0,0,0
4937,من خودم اشناهایی که اصن فکرشم نمی کردم واکنش نشون دادن خیلی جالب بود برام,0,0,0,0,0,0
4938,تو مرد باش و میندیش از گرانیِ درد همیشه درد به سروقت مرد می آید! #هوشنگ_ابتهاج,0,0,0,0,0,0
4939,نه فکر نمیکنم انفاقا تو زبون بگنجه،حتی درصد خیلی‌کم تری از هر حسی و فقط صرفاً میتوشه به زبون آورد،که اونم زبونه:))))) فشارش بی صداییش نیست،انباشتگیشه.,0,0,0,0,0,0
4940,خوب من به نیابت از یه مردا یه گزینه زدم نتیجه رو دیدم ,0,0,0,0,0,0
4944, پای اسب رو که باز می کنی... www.link.com,0,0,0,0,0,0
4945,بازیکن نجات یافته از سرطان به ترکیب منچستر یونایتد راه یافت! www.link.com,0,0,0,0,0,0
4946, از شورای امنیت، دبیركل، شورا و كمیسر عالی #حقوق_بشر ملل‌متحد و اتحادیه اروپا می‌خواهم شكنجه وحشیانه برادران افكاری را…,0,0,0,0,0,0
4948,خداوکیلی جنگ جهانی دوم هم انقد تلفات نداشت یعنی مراقب نباشی در لحظه تو یه باندی می‌کننت و سریع تخریبت که نه تکفیرت می‌کنن وا بدین تو رو خدا,0,0,0,0,0,0
4949,قضیه چوپان دروغگوست، دیگه نمیشه هیچ باوری بهشون داشت وقتی تو چشمامون نگاه کردن سه روز #دروغ گفتن، بعید نیست این دروغ های کوچیک رو هم بگن برای حکومت چنین کار هایی سخت نیست و ازش بعیدم نیست، چون قبلا مشابهشو انجام داده در ابعاد بزرگتر,0,0,0,0,0,0
4950,@username 😂😂😂😂در نومیدی بسی امید است...,0,0,0,0,0,0
4951,اینکه مورد پسندت باشه و هی نگی وای نه من اینو دوست دارم ولی اونجوری نه! خب طول میکشه دیگه ولی همین الانشم یکی رو سراغ دارم برات ,0,0,0,0,0,0
4952,خیلی قشنگ بود! نویسنده‌اش کیه؟ خود شما؟,0,0,0,0,0,0
4957,روز جهانی بغل رو به بغل دستیاتون سر جلسه امتحانم تبریک بگین. حجم مطاله اونا رو نمره شما خیلی اثرگذاره,0,0,0,0,0,0
4959,ماهشهر از اینام بدتر بود,0,0,0,0,0,0
4961,چنوقته ترامپ به فارسی توییت نکرده کم کم دارم نگرانش میشم باید یه اس بش بدم سلام چطوری,0,0,0,0,0,0
4963,استقبال میکنیم در پی وی,0,0,0,0,0,0
4964, راه حل مشکلات موجود در کشور استفاده از #الگوی_دفاع_مقدس و تکیه به روحیه جهادی و ایثارگری است,0,0,0,0,0,0
4965,وجه مشترک طرفداران حزب توده چیست؟ اصرار بر اشتباه، ۵۰ سال عقب بودن از زمان خویش، زندگی در غرب و فحاشی به غرب، دوری گزیدن از حتی یک روز زندگی در کشورهای سوسیالیستی ولی خواندن روضه سوسیالیسم، زندگی در نوعی حباب توهم و توطئه.,0,0,0,0,0,0
4970,واس شروع کااار لپ تاب میخوااام و ادامه ماجرا کارم طراحیه خب اگه میخواستم کار دیگه ای کنم که وارد اینکار نمیشدم ,0,0,0,0,0,0
4974,من همه جا دوربین‌ دارم‌ ,0,0,0,0,0,0
4975,@username نقاط مثبت اینه که خودشون به اهمیت خودشون واقف هستند. دیگری اینه که یکی از   معدود اشخاصی هستند که رژیم نمیتونه بخره و از روز نخست با رژیم مخالفت کردند. گاهی ما فراموش میکنیم که همون اندازه که ما به شاهزاده احتیاج داریم ،ایشون هم به ما احتیاج دارند.,0,0,0,0,0,0
4977,@username برای مجوز تجمع جلو سفارت ایران در استانبول کمکمون کن جماعتی منتظر تجمع هستند #AntilRProtest #IranPortests,0,0,0,0,0,0
4979," نه برای جاج،
فقط برای ثبت!
بکیرم www.link.com",0,0,0,0,0,0
4980,يلدا شبى بود كه كولبر چهارده ساله از سرما جان باخت در حاليكه كورسوى چراغ آبادى نمايان بود.... #فرهاد_خسروى #وعده_ما_پنجم_دى,0,0,0,0,0,0
4981,احتمال قبولیش هست. نگاه کل قضیه دست خود دانشگاه. خیلی قانوناش مهم نیست. دانشگاه ما اینجوری بود میگفت برو بخش رشته خودت و رشته ای که میخوای صحبت کن راضی باشن اوکیه.بخش خودت معمولا نباید گیر بده اونور هم اگر دانشجو مثلا زیادی نباشه اکثرا قبول میکنن ولی پرس و جو کن ببین ...,0,0,0,0,0,0
4982,دمت گرم با جزئیات کامل قضیه رو باز کردی :))),0,0,0,0,0,0
4986,ولی تنها دشمن «نه» یعنی «نه» مردان نیستند، حالا خود دانید.,0,0,0,0,0,0
